CVE-ID,DESCRIPTION,SEVERITY
['CVE-2017-17522']," `python2.7` package.   ** DISPUTED ** Lib/webbrowser.py in Python through 3.6.3 does not validate strings before launching the program specified by the BROWSER environment variable, which might allow remote attackers to conduct argument-injection attacks via a crafted URL. NOTE: a software maintainer indicates that exploitation is impossible because the code relies on subprocess.Popen and the default shell=False setting. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
['CVE-2019-9636']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   Python 2.7.x through 2.7.16 and 3.x through 3.7.2 is affected by: Improper Handling of Unicode Encoding  during NFKC normalization. The impact is: Information disclosure . The components are: urllib.parse.urlsplit, urllib.parse.urlparse. The attack vector is: A specially crafted URL could be incorrectly parsed to locate cookies or authentication data and send that information to a different host than when parsed correctly. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.7, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.3, v3.7.3rc1, v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",high
['CVE-2019-9740']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.3. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n  followed by an HTTP header or a Redis command. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",medium
['CVE-2019-9948']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   urllib in Python 2.x through 2.7.16 supports the local_file: scheme, which makes it easier for remote attackers to bypass protection mechanisms that blacklist file: URIs, as demonstrated by triggering a urllib.urlopen call. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",high
['CVE-2019-9947']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.3. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n  followed by an HTTP header or a Redis command. This is similar to the CVE-2019-9740 query string issue. This is fixed in: v2.7.17, v2.7.17rc1, v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1, v3.5.8, v3.5.8rc1, v3.5.8rc2, v3.5.9; v3.6.10, v3.6.10rc1, v3.6.11, v3.6.11rc1, v3.6.12, v3.6.9, v3.6.9rc1; v3.7.4, v3.7.4rc1, v3.7.4rc2, v3.7.5, v3.7.5rc1, v3.7.6, v3.7.6rc1, v3.7.7, v3.7.7rc1, v3.7.8, v3.7.8rc1, v3.7.9. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",medium
['CVE-2018-20852']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.    in Lib/ in Python before 3.7.3 does not correctly validate the domain: it can be tricked into sending existing cookies to the wrong server. An attacker may abuse this flaw by using a server with a hostname that has another valid hostname as a suffix . When a program uses  and tries to do an HTTP connection to an attacker-controlled server, existing cookies can be leaked to the attacker. This affects 2.x through 2.7.16, 3.x before 3.4.10, 3.5.x before 3.5.7, 3.6.x before 3.6.9, and 3.7.x before 3.7.3. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",medium
['CVE-2019-16056']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   An issue was discovered in Python through 2.7.16, 3.x through 3.5.7, 3.6.x through 3.6.9, and 3.7.x through 3.7.4. The email module wrongly parses email addresses that contain multiple @ characters. An application that uses the email module and implements some kind of checks on the From/To headers of a message could be tricked into accepting an email address that should be denied. An attack may be the same as in CVE-2019-11340; however, this CVE applies to Python more generally. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",high
['CVE-2019-16935']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   The documentation XML-RPC server in Python through 2.7.16, 3.x through 3.6.9, and 3.7.x through 3.7.4 has XSS via the server_title field. This occurs in Lib/DocXMLRPCServer.py in Python 2.x, and in Lib/xmlrpc/server.py in Python 3.x. If set_server_title is called with untrusted input, arbitrary JavaScript can be delivered to clients that visit the http URL for this server. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u5 or higher.",medium
['CVE-2019-18348']," `python2.7` package.   An issue was discovered in urllib2 in Python 2.x through 2.7.17 and urllib in Python 3.x through 3.8.0. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \r\n  followed by an HTTP header. This is similar to the CVE-2019-9740 query string issue and the CVE-2019-9947 path string issue. . This is fixed in: v2.7.18, v2.7.18rc1; v3.5.10, v3.5.10rc1; v3.6.11, v3.6.11rc1, v3.6.12; v3.7.8, v3.7.8rc1, v3.7.9; v3.8.3, v3.8.3rc1, v3.8.4, v3.8.4rc1, v3.8.5, v3.8.6, v3.8.6rc1. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
['CVE-2020-8492']," `python2.7` package.   Python 2.7 through 2.7.17, 3.5 through 3.5.9, 3.6 through 3.6.10, 3.7 through 3.7.6, and 3.8 through 3.8.1 allows an HTTP server to conduct Regular Expression Denial of Service  attacks against a client because of urllib.request.AbstractBasicAuthHandler catastrophic backtracking. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
['CVE-2019-9674'], `python2.7` package.   Lib/zipfile.py in Python through 3.7.2 allows remote attackers to cause a denial of service  via a ZIP bomb. ## Remediation There is no fixed version for `Debian:9` `python2.7`.,low
['CVE-2019-20907']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   In Lib/tarfile.py in Python through 3.8.3, an attacker is able to craft a TAR archive leading to an infinite loop when opened by tarfile.open, because _proc_pax lacks header validation. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",high
['CVE-2021-3177']," `python2.7` package.   Python 3.x through 3.9.1 has a buffer overflow in PyCArg_repr in _ctypes/callproc.c, which may lead to remote code execution in certain Python applications that accept floating-point numbers as untrusted input, as demonstrated by a 1e300 argument to c_double.from_param. This occurs because sprintf is used unsafely. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",high
['CVE-2021-23336']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and before 3.8.8, from 3.9.0 and before 3.9.2 are vulnerable to Web Cache Poisoning via urllib.parse.parse_qsl and urllib.parse.parse_qs by using a vector called parameter cloaking. When the attacker can separate query parameters using a semicolon , they can cause a difference in the interpretation of the request between the proxy  and the server. This can result in malicious requests being cached as completely safe ones, as the proxy would usually not see the semicolon as a separator, and therefore would not include it in a cache key of an unkeyed parameter. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u5 or higher.",medium
['CVE-2019-5010']," `python2.7` package.   See `Remediation` section below for `Debian:9` relevant versions.   An exploitable denial-of-service vulnerability exists in the X509 certificate parser of Python.org Python 2.7.11 / 3.6.6. A specially crafted X509 certificate can cause a NULL pointer dereference, resulting in a denial of service. An attacker can initiate or accept TLS connections using crafted certificates to trigger this vulnerability. ## Remediation Upgrade `Debian:9` `python2.7` to version 2.7.13-2+deb9u4 or higher.",high
['CVE-2018-1000030']," `python2.7` package.   Python 2.7.14 is vulnerable to a Heap-Buffer-Overflow as well as a Heap-Use-After-Free. Python versions prior to 2.7.14 may also be vulnerable and it appears that Python 2.7.17 and prior may also be vulnerable however this has not been confirmed. The vulnerability lies when multiply threads are handling large amounts of data. In both cases there is essentially a race condition that occurs. For the Heap-Buffer-Overflow, Thread 2 is creating the size for a buffer, but Thread1 is already writing to the buffer without knowing how much to write. So when a large amount of data is being processed, it is very easy to cause memory corruption using a Heap-Buffer-Overflow. As for the Use-After-Free, Thread3-&gt;Malloc-&gt;Thread1-&gt;Free&#39;s-&gt;Thread2-Re-uses-Free&#39;d Memory. The PSRT has stated that this is not a security vulnerability due to the fact that the attacker must be able to run code, however in some situations, such as function as a service, this vulnerability can potentially be used by an attacker to violate a trust boundary, as such the DWF feels this issue deserves a CVE. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
['CVE-2013-7040']," `python2.7` package.   Python 2.7 before 3.4 only uses the last eight bits of the prefix to randomize hash values, which causes it to compute hash values without restricting the ability to trigger hash collisions predictably and makes it easier for context-dependent attackers to cause a denial of service  via crafted input to an application that maintains a hash table.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2012-1150. ## Remediation There is no fixed version for `Debian:9` `python2.7`.",low
